set,label,activity,mobility,complexity,delta_power,theta_power,alpha_power,beta_power,gamma_power,spectral_entropy,line_length,condition,target,cluster,pc1,pc2
Z,0,1567.7455105185509,0.28784049219024,2.88382788252134,743.0210469067462,438.79899312624644,134.57250670497749,128.28159446679638,9.793803774171455,4.314673650018196,36894.0,non-seizure,0,0,-69689.05498055057,3362.1629075671026
Z,0,1063.163919210434,0.2934633139242562,2.820768242618207,456.46037892680954,306.8701217824078,105.1519176721076,91.98397374358319,6.6584115780003925,4.420756829409767,31000.0,non-seizure,0,0,-75167.32249720776,5214.591261044481
Z,0,1800.1990814208984,0.25841280001469386,3.0296940278805016,836.506980337782,211.53563935649078,188.56694315201509,149.27598551904944,8.008309401069981,4.1609437697535405,35299.0,non-seizure,0,0,-71025.54546565982,4055.320856930981
Z,0,754.4218234419823,0.3413448681300117,2.9163149916131337,357.4509452652049,102.33671462638107,84.12749208832075,104.91162315974533,9.886770892876221,4.326414858446025,30405.0,non-seizure,0,0,-75857.5080482496,5105.069229476074
Z,0,2219.3353803157806,0.324817877496351,2.728528481383429,985.6220100809543,244.54862305194058,251.86353532867122,325.6766728201969,20.547463105461052,4.209887814447064,49404.0,non-seizure,0,0,-58307.73805528294,-1211.8615743275768
Z,0,890.1806153655052,0.3211765637572339,2.9341049742573104,397.1076398690379,179.20312956582325,100.78552317121269,96.25176019408298,9.79286104575294,4.456765574418953,31074.0,non-seizure,0,0,-75194.80844910763,4985.793462168169
Z,0,2882.9090554714203,0.3416497589512218,2.453482656176314,1422.3635501234407,399.53388145439095,334.4497043476382,405.95853406701565,26.370879631590753,4.2946959763567865,59257.0,non-seizure,0,0,-49231.35761834668,-4475.63037137744
Z,0,974.5969385504723,0.2926002446824804,2.8734217455501985,357.9834443971919,236.59729084196405,110.97274795254036,91.14524596533252,6.3715156847273136,4.398010676452198,29623.0,non-seizure,0,0,-76440.9604556794,5638.263806545438
Z,0,703.9775490164757,0.40667216501221126,2.44207451281424,293.10288159562685,108.91869657680502,87.83295459284052,133.8230605087374,14.206104929012676,4.5748858351572705,35244.0,non-seizure,0,0,-71588.50322476932,3140.243417840582
Z,0,845.3727874755859,0.33444608990368946,2.796207621467498,454.2473657868928,87.63995260510161,107.32056052879128,114.6367380108313,8.891070410291615,4.35487390925781,31657.0,non-seizure,0,0,-74702.4609383551,4688.6725812562145
Z,0,864.4726247787476,0.31926837829345245,2.6707772891203096,355.4003846180335,149.03983081773146,97.93142507999849,104.06100020384932,5.86321968284561,4.3185745549273475,30040.0,non-seizure,0,0,-76128.44505571405,5348.918155233907
Z,0,2519.7768774032593,0.41227686434620814,2.3593570680014793,842.999549342746,361.85571711341134,320.7261655641256,481.9566655243352,54.73029775746897,4.603929166570575,67864.0,non-seizure,0,0,-41789.189698184135,-8305.171843462085
Z,0,1334.6673791408539,0.6058828797469592,2.022881640659757,340.15953848198376,176.89094530262525,180.48582746123734,390.6323377456374,105.20741172833242,5.221413227871286,71485.0,non-seizure,0,0,-39150.489729334055,-10753.747404224145
Z,0,2598.863124847412,0.3197037622824554,2.4577294555066835,954.5141585028616,213.48273119253756,362.69514826644416,435.99907617235766,14.904278370458254,4.212855347251217,52975.0,non-seizure,0,0,-54970.768981693116,-2403.286636603665
Z,0,3103.693571984768,0.41399109243480253,2.4224221411000095,1227.3103912553995,516.6324129224018,447.25830615142644,527.5742584006886,73.89374365187636,4.647926703278533,74770.0,non-seizure,0,0,-35362.94273146939,-10459.91935896581
Z,0,1512.085048675537,0.5531706659545704,1.4901733702469808,247.86356294051157,280.6720139785793,237.07455430493533,623.4994869856272,13.044944307508073,4.9792894584212775,69713.0,non-seizure,0,0,-40608.41053600091,-9945.82451160709
Z,0,1145.4071568846703,0.3217836719504224,2.568268487734479,489.35134461522546,194.1791010102635,164.67579216506056,150.4471196882079,8.605466277864785,4.346188000045251,34745.0,non-seizure,0,0,-71815.49698007578,3733.2704346631544
Z,0,1810.185919702053,0.5228464184745434,2.1940899688067117,555.2452705482083,225.1740872543556,300.71638941429615,502.0781264029068,97.68024953993074,5.0087830836758505,71415.0,non-seizure,0,0,-38972.42375128121,-10337.35124588163
Z,0,2750.2005681991577,0.6317520045639354,1.9899658303429755,640.9610704678951,247.33082779291234,439.32848569363176,873.028188404116,178.44818329640327,4.980464784378961,108128.0,non-seizure,0,0,-5974.91772235377,-24242.661743691624
Z,0,843.7212666869164,0.3258859566159677,2.611958308278823,334.7043181129704,206.39794812874783,122.93650247429443,96.11995852191637,7.049464082642231,4.523026901862626,30615.0,non-seizure,0,0,-75619.98330971038,5136.468663050369
Z,0,710.1042325496674,0.41390424005275395,2.3284134968747776,213.2373502836323,125.0986436761305,118.95915991211652,144.69109418178337,13.774133504809177,4.773351360940214,35988.0,non-seizure,0,0,-70926.31381836803,2839.407038707226
Z,0,1955.397795677185,0.5295089310323882,2.0004999631283824,573.5279839053891,221.74682783825594,302.80474471534666,601.8998887738119,97.74952519939222,5.1032978511995575,74580.0,non-seizure,0,0,-36093.7592474469,-11507.986617904811
Z,0,1853.5023235678673,0.4573819545025662,2.4254267913414753,680.5585892927581,257.2623103699639,304.6138731855814,367.72522468528047,60.359999646992996,4.74677522168822,63696.0,non-seizure,0,0,-45800.007750422985,-7180.744791424215
Z,0,3107.031391084194,0.25668958047096346,2.7887868766776993,1305.5557524870087,184.1460068749781,495.58846002231394,199.10944906168353,10.559648346775601,3.7215471257199897,46891.0,non-seizure,0,0,-60152.697766864956,479.6892647743625
Z,0,2376.207704305649,0.34786010195822253,2.4930565917857352,980.3739078818098,337.8914972538228,384.3058447971061,375.5513040083078,23.90309625904427,4.440384554854487,54864.0,non-seizure,0,0,-53374.79828545127,-3213.8769561751396
Z,0,2081.9548191428185,0.35658111218233995,2.1708168396142025,761.9747875381814,243.51581960687608,351.6600132809207,438.5452507480285,14.606170286926805,4.456812792645387,52832.0,non-seizure,0,0,-55320.887505811814,-2730.0309181109005
Z,0,534.3297261595726,0.4815266897659412,2.088777936161245,160.08622807959486,85.73710234891271,95.41137169891016,136.37908471508436,16.522128994681456,4.968677721891726,36636.0,non-seizure,0,0,-70436.31392018692,2430.2435803281533
Z,0,3123.20365691185,0.27015167823020764,2.7842630380067748,1768.9784293539583,269.5078536697424,611.2834864394115,215.40767334625374,13.748006214122807,3.9223252435316898,49127.0,non-seizure,0,0,-58109.13628108004,-223.62026322382007
Z,0,1149.502780854702,0.48850377746800555,2.2627839203342215,321.26677386628194,182.8806440611042,192.69843106744412,257.8218364534607,36.69611726407828,4.882170003928758,53231.0,non-seizure,0,0,-55424.65741151749,-3637.4344487541275
Z,0,2220.2369489073753,0.3161352964540724,2.7118324526927458,1059.2166315570157,302.66537368340516,396.2836556667602,219.1162266113359,18.028388799601323,4.240126183784515,48448.0,non-seizure,0,0,-59144.19856489234,-748.1537660243957
Z,0,570.3958701491356,0.4562321570452526,2.1823380211020686,172.16641435102855,89.19459365911656,102.56225134606997,141.6684470066386,16.253233464476555,4.915286839791919,35456.0,non-seizure,0,0,-71465.00453809788,2925.33391404561
Z,0,987.9134588241577,0.42846665760622726,2.1996358495522625,316.23627428214985,195.65753620237965,190.778426648663,221.38286696741162,21.22338367143777,4.885878217706795,43371.0,non-seizure,0,0,-64235.292118979705,162.93285708242
Z,0,1958.1693029403687,0.39378946415625654,2.125395271195156,657.5939370526237,364.20488563994536,367.1543801718458,344.3956722257021,26.827909933458344,4.730308364754445,56732.0,non-seizure,0,0,-51915.55229163625,-4297.0226162094405
Z,0,1654.7069239020348,0.36805726296584884,2.3408246303760825,580.086383167734,291.04928540462026,291.3294230624861,255.90238120281086,17.61329805748936,4.597942754832221,48796.0,non-seizure,0,0,-59107.661066748915,-1412.1530057543932
Z,0,1575.3070828914642,0.3635284164656308,2.6362095836274047,574.9533471947047,155.39711993552658,273.7122171862548,268.3939357905212,21.33083616736261,4.491337655426795,46809.0,non-seizure,0,0,-60920.78361593173,-756.8459118071951
Z,0,1830.9568638205528,0.3393946221007362,2.5797438250622484,765.6962930057134,294.16394070002525,329.81904225835984,233.07144905759398,16.029606128107375,4.460027106790958,47393.0,non-seizure,0,0,-60265.11596493569,-681.7875330861498
Z,0,1907.471741616726,0.36214898920607685,2.0668131429320047,611.1568068552948,263.01130812778746,375.35712845172174,366.62091539116983,13.110978355955305,4.644908190499872,51276.0,non-seizure,0,0,-56787.232696128696,-2243.3784648865003
Z,0,1033.0183791518211,0.4210838071239414,2.073847401042196,319.7559679025588,166.89641596535103,207.91350953830778,255.50956202512137,17.47392509239995,4.87225011893643,43876.0,non-seizure,0,0,-63767.415454544855,-25.756477925071522
Z,0,2489.1318449378014,0.33004290009108284,2.3072338803863968,917.7674461589526,337.48434913041206,519.2679597586687,329.66585824643744,16.615978213625556,4.370317016746153,53163.0,non-seizure,0,0,-54836.539171426506,-2458.6836144150657
Z,0,1581.7199773788452,0.4293708753413373,2.330706653702314,423.4061610233783,287.2062432900989,312.30434179081453,304.57455979879546,32.09670533391629,4.684996310960248,55142.0,non-seizure,0,0,-53516.36875653257,-4018.9493894557563
Z,0,1510.9753388762474,0.5371402244458299,1.5289536491017133,301.7956459581231,233.19051386595774,305.7600430366472,598.5688758617976,13.255893339969903,4.917060374644318,68002.0,non-seizure,0,0,-42126.55198396656,-9269.615231360916
Z,0,946.7841145992279,0.3500631734651712,2.245711320338414,325.397017876026,144.69817082319875,202.77453658654366,163.28796382925282,6.069428360561085,4.4881213348735844,34542.0,non-seizure,0,0,-72091.65906390833,3613.374362176035
Z,0,2811.880939424038,0.30348145582419256,2.5451927519838966,1449.4523749881316,225.3120264887633,540.9158274793093,263.4632808122271,16.807770730139982,3.953331180185703,51828.0,non-seizure,0,0,-55871.15705033507,-1621.6728729311071
Z,0,2034.9195174574852,0.43612339202674294,1.8628663036881774,477.35235458465854,364.1912556226772,387.5817273983526,539.6042053706875,26.122948306811203,4.826789366510917,64053.0,non-seizure,0,0,-45381.68601665256,-7222.706260517418
Z,0,2410.2206151485443,0.35672758504576957,2.3840033891628156,1035.424846564831,235.7096753625824,499.6512067268566,419.1840576327316,24.724453503334463,4.463978386477354,56236.0,non-seizure,0,0,-52141.33849887587,-3770.3232962094953
Z,0,2480.3011950850487,0.2888786942719452,2.544342047978954,788.2924210579945,235.39066574009485,523.3841721307138,208.49351826925516,10.600066986162982,3.9485127442998644,46573.0,non-seizure,0,0,-60719.714328174814,79.46128064248842
Z,0,1591.2428697943687,0.45620064054457904,2.5206270599392,503.3805851245124,230.28675310261897,322.5427100115725,284.57348512878883,41.494465037924634,4.769413439563376,59621.0,non-seizure,0,0,-49545.75153433398,-5786.872636217024
Z,0,1368.6556243300438,0.2975931380080174,2.4371375240433277,418.91553913198845,440.0366784786516,296.92950991742214,112.91346241972289,5.267629578147763,4.270498727177542,35547.0,non-seizure,0,0,-70978.43356441286,3698.1134430415495
Z,0,1096.6074432730675,0.32951841392481,2.306860835676507,281.51598400525654,402.801868207431,231.41507919472792,139.22513911362807,6.192589799462014,4.339464754998858,35151.0,non-seizure,0,0,-71458.14579693411,3605.0728173832777
Z,0,511.1756996512413,0.4152821318447913,2.1559338494089904,144.97830055073314,112.0093919153595,101.82582827449025,118.78620387243289,6.860840327893621,4.824799463008261,30645.0,non-seizure,0,0,-75755.93673768944,4796.380630694315
Z,0,2717.9994344115257,0.31156847716703195,2.4537431834152867,1389.6760414384626,395.8147228468156,552.9595080480539,236.9172042709253,16.254195750142035,4.305811777128402,52180.0,non-seizure,0,0,-55580.82912678641,-1743.5872089956756
Z,0,1140.4548330307007,0.3392275521253738,2.431504804875273,391.20983211557336,283.5974554748826,244.2903345193192,150.77064320517286,9.160988363535845,4.535872236016411,37165.0,non-seizure,0,0,-69661.10893436981,2803.1473196911265
Z,0,1966.8792256712914,0.42766627493444337,2.1597756407541038,556.0749753728882,255.08948357248687,418.61649254068413,413.5237944563507,27.942367511622294,4.661852953816055,61862.0,non-seizure,0,0,-47374.58741482173,-6410.360760983462
Z,0,1359.5520920157433,0.5181780501201658,1.624312965489734,264.4062762286644,255.06214282771506,296.6143875112618,464.3464482972551,11.916380932216939,4.907699152416302,61859.0,non-seizure,0,0,-47651.17786596343,-6915.021216608631
Z,0,600.1666107177734,0.3931916215488286,2.121565709355044,148.54393256927605,101.71162680627702,136.16141362760123,123.98063149038124,5.638983841635499,4.7643508843274365,31493.0,non-seizure,0,0,-74965.56937275086,4519.108469989786
Z,0,2196.985439300537,0.3294646307601224,2.4257392624839773,1071.985501106635,252.59516014466988,504.4838384242092,296.96882037887093,15.684996902357518,4.323745350009564,50464.0,non-seizure,0,0,-57355.65206910679,-1589.0798635057981
Z,0,1714.5630950927734,0.3782150905230347,2.275466758654847,677.1482467542756,241.05535463376313,359.3177923094882,281.4340055914778,19.90944683294123,4.5687918640345275,50558.0,non-seizure,0,0,-57513.134096572016,-2068.3324564267386
Z,0,2481.43068164587,0.33535876317674396,2.250080237935495,921.6372994626277,231.53031501766836,519.0372810861246,355.30850412277323,16.371364993948312,4.301100672389556,54374.0,non-seizure,0,0,-53777.513346775035,-3002.0812566573914
Z,0,2108.027291715145,0.33812746899571877,2.5916903985427444,928.8144277691072,269.31603273758253,391.6918326488107,228.97144770241488,19.11132706833157,4.427393250766695,49864.0,non-seizure,0,0,-57948.22617321168,-1436.2455761525307
Z,0,2824.4623870253563,0.3148697084466355,2.467720082704045,1169.0584928517267,224.0978125419286,607.1370468032111,327.1671479226393,17.10790053014539,4.288082476479161,53862.0,non-seizure,0,0,-54070.457632228725,-2495.25132682233
Z,0,2042.876308441162,0.43758722536110933,1.8128518121635497,612.8446228146212,341.1778680958499,429.4068775515863,514.3374620786632,26.078689325663337,4.821050259924148,64047.0,non-seizure,0,0,-45377.417582951944,-7183.376995106606
Z,0,639.2499227523804,0.39433545496221806,2.176189218260669,184.9316115329756,136.6579126913293,146.33282654751986,118.46709612004055,7.056389146038235,4.662305085589333,32072.0,non-seizure,0,0,-74428.686257227,4346.209614119853
Z,0,1659.63122266531,0.34691989079927016,2.458664072152191,646.7615271499759,298.1492331181869,400.2178006218889,176.79765709408215,16.449171469067696,4.5485672341814745,46035.0,non-seizure,0,0,-61549.3368013322,-269.99437653082714
Z,0,1869.4904960989952,0.3361354238386671,2.2513694649541804,681.903838888354,244.8638694349693,441.4068544815866,216.0596736937836,12.317374699887145,4.429136216324753,47244.0,non-seizure,0,0,-60388.18566731024,-629.2719096896726
Z,0,1228.014581143856,0.35798706523734924,2.4254482736559746,434.8959070431852,122.42495201717495,278.26898093283813,183.83895031319972,11.864282940663717,4.451874688081094,40507.0,non-seizure,0,0,-66675.15527025954,1464.931216995852
Z,0,2604.068141937256,0.35632141386388255,2.166166607118806,987.5257612363534,348.97696619196006,560.8681844682405,405.852987109469,24.44597773524358,4.561478892498458,58518.0,non-seizure,0,0,-50023.29475245535,-4485.6340208057045
Z,0,1454.536493062973,0.5155886760054432,1.6104010723287698,274.3992450843589,273.0116188530041,288.4432652284602,487.99556569588896,12.675389712554862,4.915899180533702,64123.0,non-seizure,0,0,-45599.48936157019,-7739.5077258876045
Z,0,1434.5887060165405,0.3915672568452373,2.195130477103492,399.59696554474044,223.17871105617718,347.63204629703955,248.20317799771072,16.88482747394355,4.588494428424578,48080.0,non-seizure,0,0,-59852.35861831262,-1351.5110779881034
Z,0,505.11435359716415,0.41647174188748076,2.0744733261271895,129.77010171539112,94.9238268913364,114.863373738385,111.61759890050847,5.94400984431258,4.781358556155949,30549.0,non-seizure,0,0,-75846.9227426624,4820.262030281978
Z,0,1579.544002532959,0.3520739918938709,2.29310445262287,456.0263415938237,264.95555856112924,391.9178412012738,199.93434925590432,16.20367671189135,4.552680406872032,45277.0,non-seizure,0,0,-62270.23244006632,-95.57997772792805
Z,0,2311.2510580420494,0.44921215603476744,1.9561757799847974,474.3565846438137,404.32514640187986,535.0781708899406,566.7011826110162,42.23345277614449,4.925019407399211,69973.0,non-seizure,0,0,-40000.49091606139,-9346.900759055537
Z,0,897.5783154964447,0.37007704872443103,2.2118042311020427,288.7384898270709,143.84505013181223,219.1159011929709,157.3666621231385,7.247639007410005,4.5764151007530725,35545.0,non-seizure,0,0,-71225.0877665159,3176.9482394133574
Z,0,1472.1300944685936,0.34812741097747846,2.3352223275647637,559.4943731251548,134.68209895679186,353.2093464775879,199.30589414529697,10.98885358969158,4.41688164606303,43267.0,non-seizure,0,0,-64109.98913175241,580.8542877088184
Z,0,2031.795671403408,0.4057325771519966,2.357597605563803,742.4781068158791,278.08077992738953,502.6449160658885,311.9182891913265,39.12945585873647,4.666199029409938,58679.0,non-seizure,0,0,-50159.37743356526,-5020.228812761525
Z,0,1623.5311498641968,0.3737796431170163,2.255075479158678,571.8905477445871,270.5489900459371,385.1043313180833,268.96467475662183,15.444612181302574,4.598210414468645,48773.0,non-seizure,0,0,-59136.13429452315,-1430.392835686569
Z,0,1427.5739564299583,0.42705988903864184,2.1953332820058953,329.26530001788876,253.333488203693,346.6418404324309,274.42142777941444,24.055146579731293,4.819467477765544,52155.0,non-seizure,0,0,-56240.50700050328,-2974.25218357841
Z,0,1828.1892184615135,0.3679562274965214,2.4450177201966983,542.2636942661923,285.8788859604605,452.43632686559675,222.43148797725758,22.33705341936267,4.5664254015138654,50798.0,non-seizure,0,0,-57257.27096401386,-2075.7733957048004
Z,0,1296.9967954158783,0.35370189988330836,2.1451392162396856,356.50241175591225,174.37282926820643,324.7784968320459,215.0332730200415,8.043513648909999,4.5561325025130825,41131.0,non-seizure,0,0,-66084.80684395305,1270.2011894267798
Z,0,2272.408034324646,0.4451277517267108,1.919274892334411,532.98050406589,341.9883946927345,533.2348705342613,497.78533694722,37.29287409402045,4.800127869238553,68618.0,non-seizure,0,0,-41230.64272733938,-8841.076033349258
Z,0,1987.7599644064903,0.372365396754643,2.432519478938598,716.2561911611385,260.2303517552232,474.15009712391776,264.0233633344526,23.75259552503046,4.499764847866122,54423.0,non-seizure,0,0,-53962.58680709696,-3376.6834767195396
Z,0,1633.097468316555,0.3564878660837033,2.118073896711797,634.1092566646912,255.7356420223759,388.7512356586224,215.65326530463275,11.46388302935167,4.510852142594774,46933.0,non-seizure,0,0,-60767.14232692649,-677.2987944616361
Z,0,1924.7749783992767,0.4373420443002763,1.8069834097694633,520.6740411523399,385.9356518689073,489.5085334586173,488.8632026956172,23.659823808490728,4.830263267774276,61988.0,non-seizure,0,0,-47250.585406311395,-6438.085467195568
Z,0,2709.2820639014244,0.3242521792407508,2.3351495919284555,1051.9978342436846,383.35802465039023,769.7964818810015,242.7647382578208,17.90596206478219,4.279265837992905,55089.0,non-seizure,0,0,-53015.137594833126,-2970.802591967331
Z,0,2047.1981591582298,0.37405127563631163,2.0012754038174783,723.4428516307087,332.92834747035835,554.3561169368148,360.2788660869387,15.954942168571868,4.611470989650343,55194.0,non-seizure,0,0,-53226.74877241092,-3613.811192346304
Z,0,1918.6520631313324,0.4022073598236844,1.7970411044334473,438.47146402345373,307.531365043415,551.2762155677005,454.54322523053116,12.72784797092127,4.7978767483778135,56534.0,non-seizure,0,0,-52104.45757955133,-4335.256217699865
Z,0,1698.642543554306,0.36806611258500205,2.1679978752551996,587.4153895245461,312.15465948250517,458.7006666640692,257.6899176722003,13.237894270001163,4.601119534563562,49318.0,non-seizure,0,0,-58611.27500245057,-1559.9212926221371
Z,0,1786.7279624938965,0.35948946119275293,2.2232189518102947,579.6115783921119,198.27864767197718,444.1041969737145,264.0399589999172,15.026446046872552,4.451142220565291,49835.0,non-seizure,0,0,-58133.17435265693,-1768.9053301448293
Z,0,2026.8339233398438,0.43664562879520763,1.746341850598191,563.3570076891363,369.67023065297775,521.8660101879062,504.59150283818104,22.374349519434517,4.817162709698758,64044.0,non-seizure,0,0,-45380.88215272453,-7179.552371946698
Z,0,1769.2716411948204,0.3911341943175392,2.295612091076189,584.3684959503312,241.632053738613,518.3244361624405,291.7545236447308,22.36231167737163,4.60513395649494,53433.0,non-seizure,0,0,-54935.85474819728,-3177.300823520709
O,1,2552.455257177353,0.33490101219134094,2.359074859250284,786.7445742113805,285.15787933293905,856.430198897806,213.04987518303773,19.22148112306359,4.4767734504899614,54825.0,non-seizure,0,0,-53343.687718735586,-3075.7344149344826
O,1,2277.86325353384,0.34437229731454905,1.9758652868492985,703.2120827766984,272.8044802815604,778.2656824840074,218.4892858161858,11.598489955729992,4.440281522821827,52987.0,non-seizure,0,0,-55098.941396303984,-2570.910914338143
O,1,3337.889905869961,0.3309486367052789,1.9895096247777784,1234.5181887705216,415.24153582583557,1185.4200897859791,312.5296019103919,13.299479591633466,4.322348820656068,60732.0,non-seizure,0,0,-47698.009486458126,-4687.958722589676
O,1,4221.631377220154,0.35007561664188325,1.751093789105551,1130.7125491597644,574.34802792539,1984.6272310657996,357.4718080094138,15.26036352300191,4.310609399586539,72929.0,non-seizure,0,0,-36443.894453027184,-8786.287480445844
O,1,3183.901413857937,0.3867143370238803,1.5267741936760575,561.9195182680185,240.18108702371026,1786.3067022698144,346.9167839273524,10.498888613832321,4.2576069499783,70376.0,non-seizure,0,0,-39237.34708604491,-8812.393032849726
O,1,2690.077053964138,0.3913708601862839,2.0412952680023055,613.1984534482959,348.4677078955552,1129.4234670756082,317.4059524191838,31.554791674828998,4.528146283952884,65541.0,non-seizure,0,0,-43758.83177656341,-7223.623743897526
O,1,7283.869714200497,0.2579186301312237,2.398104617814574,4196.128890168195,495.62599990317364,1645.9788983526942,379.39331157694085,15.918598123225532,3.9486950745904563,71660.0,non-seizure,0,0,-36120.22556626788,-5523.951806922047
O,1,2561.9498205184937,0.3478751130679664,1.964654681816303,851.672315446089,305.59607818056276,927.3337990007806,271.000498010804,12.648575126607783,4.430495194919632,56711.0,non-seizure,0,0,-51648.4601871075,-3792.7480987725758
O,1,4036.124107301235,0.29051416125331203,2.213977221415805,1509.224942463763,392.93258996762586,1310.6808221694364,227.77276751248112,11.435752753564548,3.9792355844486256,59888.0,non-seizure,0,0,-48142.91413973444,-3795.701442524016
O,1,8359.56711190939,0.39773753483107954,1.369412689287412,754.3504209457398,597.1843186616379,5819.122331262742,670.8863626139987,21.718366913283774,3.78243795058114,121118.0,non-seizure,0,0,8269.534483512776,-24811.7029286628
O,1,10638.724013328552,0.39506055437262505,1.3078596913393539,804.961739002639,739.901419620288,7924.147458018371,769.0555047537737,22.077858067703296,3.6849021806667013,135412.0,non-seizure,0,0,22066.299893277203,-28650.281637511787
O,1,2117.8719396591187,0.44374600070974923,1.5982773876800431,244.51272481270726,331.3899613193814,1027.9748803437574,394.7150851236992,19.47618539316259,4.5624850582877965,66213.0,non-seizure,0,0,-43425.689862634485,-8003.214065589091
O,1,3115.432357788086,0.4208390580329431,1.5074844737696131,330.83272787625435,256.75740334270176,1871.1431738460135,379.3638119566208,20.342838083628866,4.2405461425382995,76343.0,non-seizure,0,0,-33980.03238593928,-11264.848278792211
O,1,9450.431991577148,0.40203531734460884,1.3075056571103145,667.6227567829567,598.6499639552712,7077.596796668115,855.8563294265917,22.00019165694542,3.6117286491152623,127636.0,non-seizure,0,0,14603.537956189248,-26588.25608872264
O,1,9333.000014722347,0.4015489591264457,1.363276729113648,647.931250190794,604.5800529859565,7086.158720650931,725.5224326008839,27.465553264282086,3.60260633501154,127046.0,non-seizure,0,0,14016.395486238776,-26408.122414778143
O,1,1763.029106080532,0.40465397505132705,1.9054867317442132,378.6573354561279,244.40583615951786,699.1082393528401,295.26352627070656,17.159260354460947,4.614448217292894,54963.0,non-seizure,0,0,-53583.03129223142,-3819.6482298808696
O,1,10585.819818258286,0.3977918110928125,1.3101149075752831,627.7951249286398,624.2235356813972,7863.005466894116,759.7924484040439,24.254581109992387,3.653814236291735,134983.0,non-seizure,0,0,21630.18660881238,-28625.52312513412
O,1,2624.5777242183685,0.48472819272052325,1.5471739729750063,316.93527803169957,347.2959141157357,971.0478872621229,721.2960741196348,13.554343880869489,4.643916481251828,81254.0,non-seizure,0,0,-29840.244219643268,-13652.60115969697
O,1,5695.9850262999535,0.36666392302952405,1.3935347541405803,547.9197874569068,556.8868583234807,3659.4532011605384,435.19064337473793,9.766756930883755,4.041294638764005,87745.0,non-seizure,0,0,-22616.529656479775,-13655.27471752499
O,1,3894.594997406006,0.3675602466690673,1.4893024830406238,464.19218074162956,383.42443721036364,2532.2690715254294,351.68079255196733,9.179579716316987,4.047758957673197,73435.0,non-seizure,0,0,-36165.79429535575,-9419.817335500738
O,1,3680.389499604702,0.35696358648082616,1.6787689118924534,677.7123427941316,497.0332586307613,1879.5302285122768,448.3955779997982,10.28187598021436,4.360408976997882,70629.0,non-seizure,0,0,-38745.51147014687,-8426.429726842405
O,1,4633.8312148451805,0.3639213679224619,1.507318977352878,647.7131101742303,706.3553370112897,2853.130816838063,483.1089467860978,10.608450345682083,4.133931820835367,79193.0,non-seizure,0,0,-30659.949482781303,-10978.019062913601
O,1,2148.917340219021,0.3849238680942453,1.555892679611488,299.1889505496751,229.22487823035908,1096.3702451044444,271.7309260206208,5.571324962573823,4.326159007288944,57163.0,non-seizure,0,0,-51455.85274093124,-4412.865944135137
